MILLISEC,subject,recording,label
497595,S2,S2-ADL5,Walk
501662,S2,S2-ADL5,Walk
502095,S2,S2-ADL5,Walk
504695,S2,S2-ADL5,Lie
507662,S2,S2-ADL5,Lie
512795,S2,S2-ADL5,Stand
514262,S2,S2-ADL5,Walk
519095,S2,S2-ADL5,Walk
521861,S2,S2-ADL5,Walk
522661,S2,S2-ADL5,Walk
522728,S2,S2-ADL5,Walk
526328,S2,S2-ADL5,Walk
527495,S2,S2-ADL5,Walk
527895,S2,S2-ADL5,Walk
533095,S2,S2-ADL5,Sit
535495,S2,S2-ADL5,Walk
535628,S2,S2-ADL5,Walk
537861,S2,S2-ADL5,Walk
538728,S2,S2-ADL5,Walk
541161,S2,S2-ADL5,Stand
541961,S2,S2-ADL5,Stand
542395,S2,S2-ADL5,Stand
544195,S2,S2-ADL5,Walk
544495,S2,S2-ADL5,Walk
546528,S2,S2-ADL5,Stand
547828,S2,S2-ADL5,Stand
550161,S2,S2-ADL5,Stand
550528,S2,S2-ADL5,Stand
551961,S2,S2-ADL5,Stand
552161,S2,S2-ADL5,Stand
553694,S2,S2-ADL5,Stand
556361,S2,S2-ADL5,Stand
559128,S2,S2-ADL5,Stand
559528,S2,S2-ADL5,Stand
561494,S2,S2-ADL5,Stand
562061,S2,S2-ADL5,Stand
564461,S2,S2-ADL5,Stand
565594,S2,S2-ADL5,Stand
568861,S2,S2-ADL5,Stand
569561,S2,S2-ADL5,Stand
570394,S2,S2-ADL5,Stand
578394,S2,S2-ADL5,Stand
579428,S2,S2-ADL5,Stand
583594,S2,S2-ADL5,Stand
584461,S2,S2-ADL5,Stand
587361,S2,S2-ADL5,Stand
592527,S2,S2-ADL5,Stand
593327,S2,S2-ADL5,Stand
597061,S2,S2-ADL5,Stand
600427,S2,S2-ADL5,Stand
604427,S2,S2-ADL5,Walk
604861,S2,S2-ADL5,Walk
609161,S2,S2-ADL5,Stand
609761,S2,S2-ADL5,Walk
610727,S2,S2-ADL5,Walk
611361,S2,S2-ADL5,Walk
612194,S2,S2-ADL5,Walk
614561,S2,S2-ADL5,Walk
617294,S2,S2-ADL5,Sit
624460,S2,S2-ADL5,Sit
626727,S2,S2-ADL5,Sit
630260,S2,S2-ADL5,Sit
632827,S2,S2-ADL5,Sit
635060,S2,S2-ADL5,Sit
636394,S2,S2-ADL5,Sit
638760,S2,S2-ADL5,Sit
639260,S2,S2-ADL5,Sit
640827,S2,S2-ADL5,Sit
652393,S2,S2-ADL5,Sit
657527,S2,S2-ADL5,Sit
660160,S2,S2-ADL5,Sit
660793,S2,S2-ADL5,Sit
662393,S2,S2-ADL5,Sit
667327,S2,S2-ADL5,Sit
671427,S2,S2-ADL5,Sit
678527,S2,S2-ADL5,Sit
689693,S2,S2-ADL5,Sit
694393,S2,S2-ADL5,Sit
699293,S2,S2-ADL5,Sit
701626,S2,S2-ADL5,Sit
704293,S2,S2-ADL5,Sit
709260,S2,S2-ADL5,Sit
709593,S2,S2-ADL5,Sit
709793,S2,S2-ADL5,Sit
710293,S2,S2-ADL5,Sit
713426,S2,S2-ADL5,Sit
713693,S2,S2-ADL5,Sit
715426,S2,S2-ADL5,Sit
716726,S2,S2-ADL5,Sit
718826,S2,S2-ADL5,Sit
719259,S2,S2-ADL5,Sit
723026,S2,S2-ADL5,Sit
725426,S2,S2-ADL5,Sit
726093,S2,S2-ADL5,Sit
727526,S2,S2-ADL5,Sit
728259,S2,S2-ADL5,Sit
729126,S2,S2-ADL5,Sit
729326,S2,S2-ADL5,Sit
731926,S2,S2-ADL5,Sit
732626,S2,S2-ADL5,Sit
732659,S2,S2-ADL5,Sit
738226,S2,S2-ADL5,Sit
743659,S2,S2-ADL5,Sit
745159,S2,S2-ADL5,Sit
745726,S2,S2-ADL5,Sit
745926,S2,S2-ADL5,Sit
747193,S2,S2-ADL5,Sit
750092,S2,S2-ADL5,Sit
754492,S2,S2-ADL5,Sit
757426,S2,S2-ADL5,Sit
757626,S2,S2-ADL5,Sit
758026,S2,S2-ADL5,Sit
759159,S2,S2-ADL5,Sit
760326,S2,S2-ADL5,Sit
761226,S2,S2-ADL5,Sit
762059,S2,S2-ADL5,Sit
763059,S2,S2-ADL5,Sit
764926,S2,S2-ADL5,Sit
765259,S2,S2-ADL5,Sit
767226,S2,S2-ADL5,Sit
772159,S2,S2-ADL5,Sit
774692,S2,S2-ADL5,Sit
777092,S2,S2-ADL5,Sit
777526,S2,S2-ADL5,Sit
780359,S2,S2-ADL5,Sit
782792,S2,S2-ADL5,Sit
783059,S2,S2-ADL5,Sit
784892,S2,S2-ADL5,Sit
788492,S2,S2-ADL5,Sit
790392,S2,S2-ADL5,Sit
796259,S2,S2-ADL5,Sit
799459,S2,S2-ADL5,Sit
799959,S2,S2-ADL5,Sit
800059,S2,S2-ADL5,Sit
801025,S2,S2-ADL5,Sit
809759,S2,S2-ADL5,Sit
810592,S2,S2-ADL5,Sit
810725,S2,S2-ADL5,Sit
816958,S2,S2-ADL5,Sit
818358,S2,S2-ADL5,Sit
818858,S2,S2-ADL5,Sit
818892,S2,S2-ADL5,Sit
821625,S2,S2-ADL5,Sit
822058,S2,S2-ADL5,Sit
825125,S2,S2-ADL5,Sit
830225,S2,S2-ADL5,Sit
830425,S2,S2-ADL5,Sit
837292,S2,S2-ADL5,Walk
842425,S2,S2-ADL5,Walk
844325,S2,S2-ADL5,Walk
847492,S2,S2-ADL5,Stand
847992,S2,S2-ADL5,Walk
852425,S2,S2-ADL5,Walk
852591,S2,S2-ADL5,Walk
853091,S2,S2-ADL5,Stand
853691,S2,S2-ADL5,Stand
862025,S2,S2-ADL5,Walk
863258,S2,S2-ADL5,Walk
864225,S2,S2-ADL5,Walk
864491,S2,S2-ADL5,Walk
867358,S2,S2-ADL5,Stand
868325,S2,S2-ADL5,Stand
871058,S2,S2-ADL5,Stand
871691,S2,S2-ADL5,Stand
877825,S2,S2-ADL5,Stand
880425,S2,S2-ADL5,Stand
887791,S2,S2-ADL5,Walk
890591,S2,S2-ADL5,Stand
892458,S2,S2-ADL5,Stand
894224,S2,S2-ADL5,Stand
895558,S2,S2-ADL5,Stand
895791,S2,S2-ADL5,Stand
896558,S2,S2-ADL5,Stand
896724,S2,S2-ADL5,Stand
899858,S2,S2-ADL5,Stand
900358,S2,S2-ADL5,Stand
901591,S2,S2-ADL5,Lie
905524,S2,S2-ADL5,Lie
906624,S2,S2-ADL5,Stand
908591,S2,S2-ADL5,Walk
912824,S2,S2-ADL5,Walk
914858,S2,S2-ADL5,Walk
926057,S2,S2-ADL5,Walk
927724,S2,S2-ADL5,Walk
931724,S2,S2-ADL5,Stand
933091,S2,S2-ADL5,Stand
934724,S2,S2-ADL5,Stand
935557,S2,S2-ADL5,Stand
938557,S2,S2-ADL5,Walk
939691,S2,S2-ADL5,Walk
943557,S2,S2-ADL5,Stand
945591,S2,S2-ADL5,Stand
945957,S2,S2-ADL5,Stand
950490,S2,S2-ADL5,Walk
951424,S2,S2-ADL5,Walk
952357,S2,S2-ADL5,Walk
954424,S2,S2-ADL5,Walk
954490,S2,S2-ADL5,Walk
956390,S2,S2-ADL5,Walk
957757,S2,S2-ADL5,Walk
959090,S2,S2-ADL5,Walk
959724,S2,S2-ADL5,Walk
960424,S2,S2-ADL5,Walk
963957,S2,S2-ADL5,Walk
965157,S2,S2-ADL5,Walk
966257,S2,S2-ADL5,Walk
967390,S2,S2-ADL5,Walk
968557,S2,S2-ADL5,Walk
974990,S2,S2-ADL5,Walk
976457,S2,S2-ADL5,Sit
977357,S2,S2-ADL5,Sit
980157,S2,S2-ADL5,Sit
980757,S2,S2-ADL5,Sit
985223,S2,S2-ADL5,Sit
985723,S2,S2-ADL5,Sit
986123,S2,S2-ADL5,Sit
987257,S2,S2-ADL5,Sit
992723,S2,S2-ADL5,Sit
995290,S2,S2-ADL5,Walk
997790,S2,S2-ADL5,Walk
1002990,S2,S2-ADL5,Stand
1006490,S2,S2-ADL5,Stand
1006790,S2,S2-ADL5,Stand
1006823,S2,S2-ADL5,Stand
1009390,S2,S2-ADL5,Stand
1016523,S2,S2-ADL5,Stand
1023323,S2,S2-ADL5,Stand
1024790,S2,S2-ADL5,Stand
1026723,S2,S2-ADL5,Stand
1028756,S2,S2-ADL5,Stand
1028956,S2,S2-ADL5,Stand
1030523,S2,S2-ADL5,Stand
1031556,S2,S2-ADL5,Stand
1035890,S2,S2-ADL5,Stand
1038156,S2,S2-ADL5,Stand
1038856,S2,S2-ADL5,Stand
1040023,S2,S2-ADL5,Stand
1040290,S2,S2-ADL5,Stand
1046923,S2,S2-ADL5,Sit
1049456,S2,S2-ADL5,Sit
1051023,S2,S2-ADL5,Sit
1051389,S2,S2-ADL5,Sit
1055223,S2,S2-ADL5,Sit
1055989,S2,S2-ADL5,Sit
1060456,S2,S2-ADL5,Sit
5100,S3,S3-ADL1,Sit
9533,S3,S3-ADL1,Sit
10900,S3,S3-ADL1,Sit
11667,S3,S3-ADL1,Sit
16133,S3,S3-ADL1,Sit
16833,S3,S3-ADL1,Sit
19633,S3,S3-ADL1,Sit
20700,S3,S3-ADL1,Sit
22300,S3,S3-ADL1,Sit
23800,S3,S3-ADL1,Sit
24633,S3,S3-ADL1,Sit
25600,S3,S3-ADL1,Sit
25766,S3,S3-ADL1,Sit
26500,S3,S3-ADL1,Sit
27466,S3,S3-ADL1,Sit
35133,S3,S3-ADL1,Stand
36600,S3,S3-ADL1,Stand
36866,S3,S3-ADL1,Stand
37666,S3,S3-ADL1,Stand
39800,S3,S3-ADL1,Stand
43066,S3,S3-ADL1,Stand
47500,S3,S3-ADL1,Stand
49200,S3,S3-ADL1,Stand
49600,S3,S3-ADL1,Stand
51566,S3,S3-ADL1,Stand
52699,S3,S3-ADL1,Stand
55533,S3,S3-ADL1,Stand
59199,S3,S3-ADL1,Stand
64733,S3,S3-ADL1,Stand
66466,S3,S3-ADL1,Stand
67933,S3,S3-ADL1,Stand
68566,S3,S3-ADL1,Stand
70266,S3,S3-ADL1,Stand
70333,S3,S3-ADL1,Stand
71766,S3,S3-ADL1,Stand
73433,S3,S3-ADL1,Stand
73533,S3,S3-ADL1,Stand
74433,S3,S3-ADL1,Stand
74899,S3,S3-ADL1,Stand
75466,S3,S3-ADL1,Stand
77233,S3,S3-ADL1,Stand
77399,S3,S3-ADL1,Stand
80233,S3,S3-ADL1,Stand
82999,S3,S3-ADL1,Stand
83166,S3,S3-ADL1,Stand
85766,S3,S3-ADL1,Stand
86366,S3,S3-ADL1,Stand
88866,S3,S3-ADL1,Stand
89766,S3,S3-ADL1,Stand
95732,S3,S3-ADL1,Walk
98566,S3,S3-ADL1,Walk
100099,S3,S3-ADL1,Sit
101432,S3,S3-ADL1,Sit
103299,S3,S3-ADL1,Sit
106732,S3,S3-ADL1,Sit
109299,S3,S3-ADL1,Lie
117132,S3,S3-ADL1,Lie
121932,S3,S3-ADL1,Lie
123065,S3,S3-ADL1,Lie
123199,S3,S3-ADL1,Lie
123665,S3,S3-ADL1,Lie
124232,S3,S3-ADL1,Lie
124932,S3,S3-ADL1,Lie
130299,S3,S3-ADL1,Lie
133165,S3,S3-ADL1,Lie
136365,S3,S3-ADL1,Lie
139765,S3,S3-ADL1,Lie
143332,S3,S3-ADL1,Lie
144199,S3,S3-ADL1,Lie
144599,S3,S3-ADL1,Lie
145265,S3,S3-ADL1,Lie
145699,S3,S3-ADL1,Lie
148965,S3,S3-ADL1,Sit
149532,S3,S3-ADL1,Sit
150365,S3,S3-ADL1,Lie
154065,S3,S3-ADL1,Lie
155865,S3,S3-ADL1,Lie
156765,S3,S3-ADL1,Lie
162732,S3,S3-ADL1,Lie
167032,S3,S3-ADL1,Lie
168665,S3,S3-ADL1,Sit
169398,S3,S3-ADL1,Sit
172732,S3,S3-ADL1,Sit
177032,S3,S3-ADL1,Walk
177532,S3,S3-ADL1,Walk
183198,S3,S3-ADL1,Stand
187765,S3,S3-ADL1,Walk
190365,S3,S3-ADL1,Walk
192098,S3,S3-ADL1,Walk
194798,S3,S3-ADL1,Walk
194998,S3,S3-ADL1,Walk
195831,S3,S3-ADL1,Stand
198831,S3,S3-ADL1,Stand
200765,S3,S3-ADL1,Stand
205065,S3,S3-ADL1,Stand
208131,S3,S3-ADL1,Stand
210265,S3,S3-ADL1,Stand
211165,S3,S3-ADL1,Stand
213165,S3,S3-ADL1,Stand
213365,S3,S3-ADL1,Stand
214131,S3,S3-ADL1,Stand
214431,S3,S3-ADL1,Stand
220098,S3,S3-ADL1,Walk
221931,S3,S3-ADL1,Walk
224164,S3,S3-ADL1,Stand
226731,S3,S3-ADL1,Stand
228098,S3,S3-ADL1,Walk
228664,S3,S3-ADL1,Walk
230864,S3,S3-ADL1,Walk
231331,S3,S3-ADL1,Walk
232898,S3,S3-ADL1,Walk
233864,S3,S3-ADL1,Walk
236698,S3,S3-ADL1,Stand
240598,S3,S3-ADL1,Walk
241364,S3,S3-ADL1,Walk
241998,S3,S3-ADL1,Walk
242064,S3,S3-ADL1,Walk
242231,S3,S3-ADL1,Walk
244398,S3,S3-ADL1,Walk
245131,S3,S3-ADL1,Walk
246764,S3,S3-ADL1,Stand
253131,S3,S3-ADL1,Stand
256297,S3,S3-ADL1,Stand
257397,S3,S3-ADL1,Stand
257864,S3,S3-ADL1,Stand
258064,S3,S3-ADL1,Stand
260164,S3,S3-ADL1,Walk
265531,S3,S3-ADL1,Walk
266231,S3,S3-ADL1,Walk
266397,S3,S3-ADL1,Walk
266531,S3,S3-ADL1,Walk
266831,S3,S3-ADL1,Walk
271231,S3,S3-ADL1,Walk
271897,S3,S3-ADL1,Walk
274864,S3,S3-ADL1,Walk
275064,S3,S3-ADL1,Walk
283597,S3,S3-ADL1,Stand
284197,S3,S3-ADL1,Stand
287130,S3,S3-ADL1,Walk
289997,S3,S3-ADL1,Walk
292730,S3,S3-ADL1,Walk
294564,S3,S3-ADL1,Walk
296030,S3,S3-ADL1,Walk
296864,S3,S3-ADL1,Walk
297797,S3,S3-ADL1,Walk
299964,S3,S3-ADL1,Walk
305064,S3,S3-ADL1,Walk
307230,S3,S3-ADL1,Walk
308097,S3,S3-ADL1,Walk
311897,S3,S3-ADL1,Walk
313697,S3,S3-ADL1,Walk
314230,S3,S3-ADL1,Walk
314864,S3,S3-ADL1,Walk
316197,S3,S3-ADL1,Walk
316863,S3,S3-ADL1,Walk
320563,S3,S3-ADL1,Walk
321830,S3,S3-ADL1,Walk
323597,S3,S3-ADL1,Walk
326197,S3,S3-ADL1,Walk
328430,S3,S3-ADL1,Walk
329030,S3,S3-ADL1,Walk
329797,S3,S3-ADL1,Walk
333997,S3,S3-ADL1,Walk
337463,S3,S3-ADL1,Walk
338797,S3,S3-ADL1,Walk
339197,S3,S3-ADL1,Walk
340230,S3,S3-ADL1,Walk
342763,S3,S3-ADL1,Walk
342897,S3,S3-ADL1,Walk
345563,S3,S3-ADL1,Walk
345797,S3,S3-ADL1,Walk
345963,S3,S3-ADL1,Walk
346563,S3,S3-ADL1,Walk
346830,S3,S3-ADL1,Walk
351463,S3,S3-ADL1,Walk
352496,S3,S3-ADL1,Walk
356596,S3,S3-ADL1,Walk
360396,S3,S3-ADL1,Walk
367130,S3,S3-ADL1,Walk
368430,S3,S3-ADL1,Walk
371430,S3,S3-ADL1,Walk
372096,S3,S3-ADL1,Walk
372230,S3,S3-ADL1,Walk
375730,S3,S3-ADL1,Walk
384996,S3,S3-ADL1,Walk
386629,S3,S3-ADL1,Walk
388296,S3,S3-ADL1,Walk
393896,S3,S3-ADL1,Walk
395863,S3,S3-ADL1,Walk
395929,S3,S3-ADL1,Walk
398563,S3,S3-ADL1,Walk
406063,S3,S3-ADL1,Walk
406363,S3,S3-ADL1,Walk
406563,S3,S3-ADL1,Walk
410329,S3,S3-ADL1,Stand
412063,S3,S3-ADL1,Stand
413129,S3,S3-ADL1,Stand
415163,S3,S3-ADL1,Stand
415796,S3,S3-ADL1,Stand
416063,S3,S3-ADL1,Stand
423796,S3,S3-ADL1,Stand
427029,S3,S3-ADL1,Stand
429196,S3,S3-ADL1,Stand
432162,S3,S3-ADL1,Stand
433462,S3,S3-ADL1,Walk
434229,S3,S3-ADL1,Walk
436429,S3,S3-ADL1,Walk
436962,S3,S3-ADL1,Walk
438262,S3,S3-ADL1,Walk
438596,S3,S3-ADL1,Walk
439929,S3,S3-ADL1,Stand
444862,S3,S3-ADL1,Walk
445696,S3,S3-ADL1,Walk
446029,S3,S3-ADL1,Walk
447329,S3,S3-ADL1,Walk
447829,S3,S3-ADL1,Walk
448596,S3,S3-ADL1,Walk
452362,S3,S3-ADL1,Stand
455262,S3,S3-ADL1,Stand
460962,S3,S3-ADL1,Stand
463262,S3,S3-ADL1,Stand
464762,S3,S3-ADL1,Stand
464929,S3,S3-ADL1,Stand
473262,S3,S3-ADL1,Stand
481395,S3,S3-ADL1,Walk
481429,S3,S3-ADL1,Walk
486962,S3,S3-ADL1,Stand
487662,S3,S3-ADL1,Stand
488095,S3,S3-ADL1,Stand
497695,S3,S3-ADL1,Sit
501628,S3,S3-ADL1,Walk
503095,S3,S3-ADL1,Walk
506662,S3,S3-ADL1,Stand
507862,S3,S3-ADL1,Stand
508295,S3,S3-ADL1,Walk
510795,S3,S3-ADL1,Walk
513595,S3,S3-ADL1,Stand
514128,S3,S3-ADL1,Stand
515095,S3,S3-ADL1,Stand
515795,S3,S3-ADL1,Walk
517861,S3,S3-ADL1,Walk
518661,S3,S3-ADL1,Walk
522128,S3,S3-ADL1,Stand
524161,S3,S3-ADL1,Stand
527061,S3,S3-ADL1,Stand
527095,S3,S3-ADL1,Stand
527495,S3,S3-ADL1,Stand
527595,S3,S3-ADL1,Stand
533728,S3,S3-ADL1,Stand
534728,S3,S3-ADL1,Stand
539495,S3,S3-ADL1,Stand
539995,S3,S3-ADL1,Stand
545895,S3,S3-ADL1,Stand
547428,S3,S3-ADL1,Stand
547995,S3,S3-ADL1,Stand
549128,S3,S3-ADL1,Stand
550094,S3,S3-ADL1,Stand
550394,S3,S3-ADL1,Stand
550994,S3,S3-ADL1,Stand
551294,S3,S3-ADL1,Stand
554394,S3,S3-ADL1,Stand
555261,S3,S3-ADL1,Stand
557828,S3,S3-ADL1,Stand
558494,S3,S3-ADL1,Stand
558528,S3,S3-ADL1,Stand
559761,S3,S3-ADL1,Stand
559894,S3,S3-ADL1,Stand
559928,S3,S3-ADL1,Stand
560561,S3,S3-ADL1,Stand
560961,S3,S3-ADL1,Stand
562561,S3,S3-ADL1,Stand
566661,S3,S3-ADL1,Stand
567528,S3,S3-ADL1,Stand
569294,S3,S3-ADL1,Walk
569561,S3,S3-ADL1,Walk
571394,S3,S3-ADL1,Walk
572361,S3,S3-ADL1,Walk
572428,S3,S3-ADL1,Walk
576428,S3,S3-ADL1,Stand
587394,S3,S3-ADL1,Walk
589527,S3,S3-ADL1,Stand
590194,S3,S3-ADL1,Stand
591194,S3,S3-ADL1,Stand
591761,S3,S3-ADL1,Stand
595261,S3,S3-ADL1,Stand
595927,S3,S3-ADL1,Stand
601427,S3,S3-ADL1,Stand
604894,S3,S3-ADL1,Stand
609527,S3,S3-ADL1,Stand
610927,S3,S3-ADL1,Stand
613761,S3,S3-ADL1,Walk
619960,S3,S3-ADL1,Stand
620660,S3,S3-ADL1,Stand
625960,S3,S3-ADL1,Walk
629194,S3,S3-ADL1,Walk
630560,S3,S3-ADL1,Walk
631260,S3,S3-ADL1,Walk
632494,S3,S3-ADL1,Walk
638594,S3,S3-ADL1,Walk
644160,S3,S3-ADL1,Walk
645127,S3,S3-ADL1,Walk
649094,S3,S3-ADL1,Sit
653027,S3,S3-ADL1,Sit
653127,S3,S3-ADL1,Sit
654360,S3,S3-ADL1,Sit
655293,S3,S3-ADL1,Sit
657327,S3,S3-ADL1,Sit
657427,S3,S3-ADL1,Sit
659560,S3,S3-ADL1,Sit
662027,S3,S3-ADL1,Sit
671427,S3,S3-ADL1,Walk
671460,S3,S3-ADL1,Walk
677693,S3,S3-ADL1,Walk
677927,S3,S3-ADL1,Walk
677960,S3,S3-ADL1,Walk
680227,S3,S3-ADL1,Walk
681360,S3,S3-ADL1,Walk
683726,S3,S3-ADL1,Walk
683926,S3,S3-ADL1,Walk
684360,S3,S3-ADL1,Walk
685060,S3,S3-ADL1,Walk
686560,S3,S3-ADL1,Walk
687326,S3,S3-ADL1,Walk
688326,S3,S3-ADL1,Walk
689993,S3,S3-ADL1,Walk
693693,S3,S3-ADL1,Stand
694993,S3,S3-ADL1,Stand
695826,S3,S3-ADL1,Walk
699393,S3,S3-ADL1,Walk
701693,S3,S3-ADL1,Walk
708260,S3,S3-ADL1,Stand
712126,S3,S3-ADL1,Walk
717159,S3,S3-ADL1,Stand
723126,S3,S3-ADL1,Walk
728526,S3,S3-ADL1,Walk
730726,S3,S3-ADL1,Walk
735026,S3,S3-ADL1,Stand
741926,S3,S3-ADL1,Stand
742259,S3,S3-ADL1,Stand
742559,S3,S3-ADL1,Stand
743026,S3,S3-ADL1,Stand
745359,S3,S3-ADL1,Stand
745593,S3,S3-ADL1,Stand
746793,S3,S3-ADL1,Walk
747159,S3,S3-ADL1,Walk
747926,S3,S3-ADL1,Walk
748659,S3,S3-ADL1,Walk
750559,S3,S3-ADL1,Walk
751326,S3,S3-ADL1,Walk
755559,S3,S3-ADL1,Walk
758059,S3,S3-ADL1,Walk
763392,S3,S3-ADL1,Walk
765459,S3,S3-ADL1,Stand
766559,S3,S3-ADL1,Stand
770326,S3,S3-ADL1,Stand
777926,S3,S3-ADL1,Stand
779392,S3,S3-ADL1,Stand
780426,S3,S3-ADL1,Stand
781126,S3,S3-ADL1,Stand
781326,S3,S3-ADL1,Stand
782459,S3,S3-ADL1,Stand
782959,S3,S3-ADL1,Stand
789292,S3,S3-ADL1,Sit
791459,S3,S3-ADL1,Sit
793092,S3,S3-ADL1,Sit
793325,S3,S3-ADL1,Sit
794192,S3,S3-ADL1,Sit
797225,S3,S3-ADL1,Sit
798892,S3,S3-ADL1,Sit
799392,S3,S3-ADL1,Sit
801959,S3,S3-ADL1,Sit
802592,S3,S3-ADL1,Sit
804492,S3,S3-ADL1,Sit
808259,S3,S3-ADL1,Sit
809659,S3,S3-ADL1,Sit
812692,S3,S3-ADL1,Sit
813159,S3,S3-ADL1,Sit
813625,S3,S3-ADL1,Sit
813725,S3,S3-ADL1,Sit
816125,S3,S3-ADL1,Sit
817125,S3,S3-ADL1,Sit
818292,S3,S3-ADL1,Sit
819092,S3,S3-ADL1,Sit
819858,S3,S3-ADL1,Sit
820558,S3,S3-ADL1,Sit
820692,S3,S3-ADL1,Sit
821892,S3,S3-ADL1,Sit
824758,S3,S3-ADL1,Sit
825825,S3,S3-ADL1,Sit
827058,S3,S3-ADL1,Sit
830258,S3,S3-ADL1,Sit
838925,S3,S3-ADL1,Walk
843258,S3,S3-ADL1,Stand
848992,S3,S3-ADL1,Stand
852525,S3,S3-ADL1,Stand
854325,S3,S3-ADL1,Stand
859525,S3,S3-ADL1,Walk
861491,S3,S3-ADL1,Walk
864458,S3,S3-ADL1,Stand
868491,S3,S3-ADL1,Sit
870758,S3,S3-ADL1,Sit
876291,S3,S3-ADL1,Sit
885191,S3,S3-ADL1,Sit
886091,S3,S3-ADL1,Sit
889624,S3,S3-ADL1,Walk
889758,S3,S3-ADL1,Walk
894824,S3,S3-ADL1,Stand
895524,S3,S3-ADL1,Stand
898224,S3,S3-ADL1,Stand
902591,S3,S3-ADL1,Stand
910724,S3,S3-ADL1,Stand
912158,S3,S3-ADL1,Stand
912791,S3,S3-ADL1,Stand
913224,S3,S3-ADL1,Stand
914724,S3,S3-ADL1,Stand
917024,S3,S3-ADL1,Walk
926124,S3,S3-ADL1,Sit
927591,S3,S3-ADL1,Sit
928124,S3,S3-ADL1,Sit
930491,S3,S3-ADL1,Sit
931791,S3,S3-ADL1,Sit
933257,S3,S3-ADL1,Sit
933391,S3,S3-ADL1,Sit
933857,S3,S3-ADL1,Sit
941324,S3,S3-ADL1,Sit
942024,S3,S3-ADL1,Sit
943157,S3,S3-ADL1,Sit
943457,S3,S3-ADL1,Sit
945291,S3,S3-ADL1,Sit
945357,S3,S3-ADL1,Sit
945857,S3,S3-ADL1,Sit
950490,S3,S3-ADL1,Sit
952090,S3,S3-ADL1,Sit
952224,S3,S3-ADL1,Sit
952824,S3,S3-ADL1,Sit
953157,S3,S3-ADL1,Sit
953357,S3,S3-ADL1,Sit
953424,S3,S3-ADL1,Sit
955124,S3,S3-ADL1,Sit
957957,S3,S3-ADL1,Sit
958324,S3,S3-ADL1,Sit
960490,S3,S3-ADL1,Sit
961490,S3,S3-ADL1,Sit
965024,S3,S3-ADL1,Sit
966257,S3,S3-ADL1,Sit
969124,S3,S3-ADL1,Sit
973624,S3,S3-ADL1,Sit
975624,S3,S3-ADL1,Sit
976990,S3,S3-ADL1,Sit
981424,S3,S3-ADL1,Sit
987423,S3,S3-ADL1,Sit
989390,S3,S3-ADL1,Sit
991057,S3,S3-ADL1,Sit
995590,S3,S3-ADL1,Sit
1000290,S3,S3-ADL1,Sit
1000957,S3,S3-ADL1,Sit
1001723,S3,S3-ADL1,Sit
1004757,S3,S3-ADL1,Walk
1004890,S3,S3-ADL1,Walk
1005157,S3,S3-ADL1,Walk
1010423,S3,S3-ADL1,Stand
1011757,S3,S3-ADL1,Stand
1014390,S3,S3-ADL1,Stand
1017956,S3,S3-ADL1,Walk
1023690,S3,S3-ADL1,Stand
1024656,S3,S3-ADL1,Stand
1025590,S3,S3-ADL1,Stand
1025623,S3,S3-ADL1,Stand
1025856,S3,S3-ADL1,Stand
1026590,S3,S3-ADL1,Stand
1026623,S3,S3-ADL1,Stand
1033456,S3,S3-ADL1,Stand
1045290,S3,S3-ADL1,Stand
1047423,S3,S3-ADL1,Stand
1049890,S3,S3-ADL1,Stand
1050189,S3,S3-ADL1,Stand
1052189,S3,S3-ADL1,Stand
1055156,S3,S3-ADL1,Lie
1056656,S3,S3-ADL1,Lie
1058789,S3,S3-ADL1,Lie
1060123,S3,S3-ADL1,Lie
1062923,S3,S3-ADL1,Stand
1065656,S3,S3-ADL1,Lie
1068989,S3,S3-ADL1,Lie
1069223,S3,S3-ADL1,Lie
1070423,S3,S3-ADL1,Lie
1070456,S3,S3-ADL1,Lie
1070556,S3,S3-ADL1,Lie
1071756,S3,S3-ADL1,Stand
1072023,S3,S3-ADL1,Stand
1073889,S3,S3-ADL1,Stand
1075889,S3,S3-ADL1,Stand
1077489,S3,S3-ADL1,Stand
1078856,S3,S3-ADL1,Walk
1080856,S3,S3-ADL1,Walk
1082389,S3,S3-ADL1,Stand
1088656,S3,S3-ADL1,Walk
1094322,S3,S3-ADL1,Stand
1098756,S3,S3-ADL1,Stand
1098889,S3,S3-ADL1,Stand
1099022,S3,S3-ADL1,Stand
1100489,S3,S3-ADL1,Stand
1100922,S3,S3-ADL1,Stand
1101122,S3,S3-ADL1,Stand
1103489,S3,S3-ADL1,Stand
1104889,S3,S3-ADL1,Walk
1108522,S3,S3-ADL1,Walk
1110956,S3,S3-ADL1,Stand
1113956,S3,S3-ADL1,Stand
1115722,S3,S3-ADL1,Stand
1116456,S3,S3-ADL1,Stand
1119389,S3,S3-ADL1,Walk
1122122,S3,S3-ADL1,Walk
1126989,S3,S3-ADL1,Stand
1127022,S3,S3-ADL1,Stand
1134422,S3,S3-ADL1,Stand
1134455,S3,S3-ADL1,Stand
1136089,S3,S3-ADL1,Stand
1140589,S3,S3-ADL1,Walk
1142822,S3,S3-ADL1,Sit
1146555,S3,S3-ADL1,Sit
1147689,S3,S3-ADL1,Sit
1149222,S3,S3-ADL1,Sit
1150388,S3,S3-ADL1,Lie
1154922,S3,S3-ADL1,Lie
1155388,S3,S3-ADL1,Lie
